rank,iso6393,iso6391,languageLabel,defaultScript,defaultScriptName,orthographyId,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,verificationStatus
331,mad,,Madurese,Latn,Latin,mad-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
331,mad,,Madurese,Latn,Latin,mad-java,Java,Javanese,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
332,fit,,Meänkieli,Latn,Latin,fit-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
333,pal,,Middle Persian,Phli,Inscriptional Pahlavi,pal-phli,Phli,Inscriptional Pahlavi,primary,cldr-default+wikidata,needs-review,needs-review
333,pal,,Middle Persian,Phli,Inscriptional Pahlavi,pal-avst,Avst,Avestan,secondary,wikidata-writing-system,needs-review,needs-review
333,pal,,Middle Persian,Phli,Inscriptional Pahlavi,pal-mani,Mani,Manichaean,secondary,wikidata-writing-system,needs-review,needs-review
334,hne,,Chhattisgarhi,Deva,Devanagari,hne-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
334,hne,,Chhattisgarhi,Deva,Devanagari,hne-orya,Orya,Odia,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
335,ckb,,Sorani,Arab,Arabic,ckb-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,needs-review
336,bpy,,Bishnupriya Manipuri,Beng,Bangla,bpy-beng,Beng,Bangla,primary,cldr-default+wikidata,needs-review,needs-review
337,sog,,Sogdian,Sogd,Sogdian,sog-sogd,Sogd,Sogdian,primary,cldr-default+wikidata,needs-review,needs-review
337,sog,,Sogdian,Sogd,Sogdian,sog-mani,Mani,Manichaean,secondary,wikidata-writing-system,needs-review,needs-review
337,sog,,Sogdian,Sogd,Sogdian,sog-syrc,Syrc,Syriac,secondary,wikidata-writing-system,needs-review,needs-review
338,ipk,ik,Iñupiaq,Latn,Latin,ipk-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
339,mwr,,Marwari,Deva,Devanagari,mwr-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
339,mwr,,Marwari,Deva,Devanagari,mwr-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
340,uga,,Ugaritic,Ugar,Ugaritic,uga-ugar,Ugar,Ugaritic,primary,cldr-default+wikidata,needs-review,needs-review
340,uga,,Ugaritic,Ugar,Ugaritic,uga-xsux,Xsux,cuneiform,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
341,fkv,,Kven,Latn,Latin,fkv-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
342,tab,,Tabasaran,Cyrl,Cyrillic,tab-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
343,jam,,Jamaican Patois,Latn,Latin,jam-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
344,bgc,,Haryanvi,Deva,Devanagari,bgc-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
345,nio,,Nganasan,Cyrl,Cyrillic,nio-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
346,mnw,,Mon,Mymr,Myanmar,mnw-mymr,Mymr,Myanmar,primary,cldr-default,needs-review,needs-review
347,skr,,Saraiki,Arab,Arabic,skr-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,needs-review
347,skr,,Saraiki,Arab,Arabic,skr-deva,Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
347,skr,,Saraiki,Arab,Arabic,skr-guru,Guru,Gurmukhi,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
348,tkl,,Tokelauan,Latn,Latin,tkl-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
349,dng,,Dungan,Cyrl,Cyrillic,dng-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
350,kmr,,Kurmanji,Cyrl,Cyrillic,kmr-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,needs-review
350,kmr,,Kurmanji,Cyrl,Cyrillic,kmr-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,needs-review
350,kmr,,Kurmanji,Cyrl,Cyrillic,kmr-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
351,osc,,Oscan,Ital,Old Italic,osc-ital,Ital,Old Italic,primary,cldr-default+wikidata,needs-review,needs-review
352,smj,,Lule Sami,Latn,Latin,smj-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
353,cbk,,Chavacano,Latn,Latin,cbk-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
354,sel,,Selkup,Cyrl,Cyrillic,sel-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
355,tmh,,Tuareg,Latn,Latin,tmh-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
355,tmh,,Tuareg,Latn,Latin,tmh-tfng,Tfng,Tifinagh,secondary,wikidata-writing-system,needs-review,needs-review
356,ltg,,Latgalian,Latn,Latin,ltg-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
357,ket,,Ket,Cyrl,Cyrillic,ket-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
358,sjd,,Kildin Sami,Cyrl,Cyrillic,sjd-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
359,lab,,Linear A,Lina,Linear A,lab-lina,Lina,Linear A,primary,cldr-default,needs-review,needs-review
360,hil,,Hiligaynon,Latn,Latin,hil-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
361,shi,,Tashelhit,Tfng,Tifinagh,shi-tfng,Tfng,Tifinagh,primary,omniglot-langalph+wws,needs-review,needs-review
361,shi,,Tashelhit,Tfng,Tifinagh,shi-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,needs-review
361,shi,,Tashelhit,Tfng,Tifinagh,shi-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
362,gon,,Gondi,Deva,Devanagari,gon-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
362,gon,,Gondi,Deva,Devanagari,gon-gong,Gong,Gunjala Gondi,secondary,wikidata-writing-system,needs-review,needs-review
362,gon,,Gondi,Deva,Devanagari,gon-gonm,Gonm,Masaram Gondi,secondary,wikidata-writing-system,needs-review,needs-review
362,gon,,Gondi,Deva,Devanagari,gon-telu,Telu,Telugu,secondary,wikidata-writing-system,needs-review,needs-review
363,naq,,Khoekhoe,Latn,Latin,naq-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
364,pag,,Pangasinan,Latn,Latin,pag-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
365,cho,,Choctaw,Latn,Latin,cho-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
366,kpy,,Koryak,Cyrl,Cyrillic,kpy-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
367,ttt,,Tat,Latn,Latin,ttt-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
367,ttt,,Tat,Latn,Latin,ttt-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
367,ttt,,Tat,Latn,Latin,ttt-hebr,Hebr,Hebrew,secondary,wikidata-writing-system,needs-review,needs-review
368,hbo,,Biblical Hebrew,Hebr,Hebrew,hbo-hebr,Hebr,Hebrew,primary,cldr-default+wikidata,needs-review,needs-review
368,hbo,,Biblical Hebrew,Hebr,Hebrew,hbo-phnx,Phnx,Phoenician,secondary,wikidata-writing-system,needs-review,needs-review
368,hbo,,Biblical Hebrew,Hebr,Hebrew,hbo-samr,Samr,Samaritan,secondary,wikidata-writing-system,needs-review,needs-review
369,yua,,Yucatec Maya,Latn,Latin,yua-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
370,xpr,,Parthian,Prti,Inscriptional Parthian,xpr-prti,Prti,Inscriptional Parthian,primary,cldr-default,needs-review,needs-review
370,xpr,,Parthian,Prti,Inscriptional Parthian,xpr-armi,Armi,Imperial Aramaic,secondary,wikidata-writing-system,needs-review,needs-review
370,xpr,,Parthian,Prti,Inscriptional Parthian,xpr-mani,Mani,Manichaean,secondary,wikidata-writing-system,needs-review,needs-review
371,anp,,Angika,Deva,Devanagari,anp-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
372,eve,,Even,Cyrl,Cyrillic,eve-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
373,dyu,,Dioula,Latn,Latin,dyu-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
373,dyu,,Dioula,Latn,Latin,dyu-nkoo,Nkoo,N’Ko,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
374,dlg,,Dolgan,Cyrl,Cyrillic,dlg-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
375,goh,,Old High German,Latn,Latin,goh-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
376,mos,,Mooré,Latn,Latin,mos-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
377,niv,,Nivkh,Cyrl,Cyrillic,niv-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
378,pnt,,Pontic Greek,Grek,Greek,pnt-grek,Grek,Greek,primary,cldr-default+wikidata,needs-review,needs-review
378,pnt,,Pontic Greek,Grek,Greek,pnt-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
378,pnt,,Pontic Greek,Grek,Greek,pnt-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
379,uby,,Ubykh,Latn,Latin,uby-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
379,uby,,Ubykh,Latn,Latin,uby-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
380,oji,oj,Ojibwe,Cans,Unified Canadian Aboriginal Syllabics,oji-cans,Cans,Unified Canadian Aboriginal Syllabics,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
380,oji,oj,Ojibwe,Cans,Unified Canadian Aboriginal Syllabics,oji-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
381,bem,,Bemba,Latn,Latin,bem-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
382,mnk,,Mandinka,Latn,Latin,mnk-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
382,mnk,,Mandinka,Latn,Latin,mnk-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
382,mnk,,Mandinka,Latn,Latin,mnk-nkoo,Nkoo,N’Ko,secondary,wikidata-writing-system,needs-review,needs-review
383,kdr,,Karaim,Latn,Latin,kdr-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
383,kdr,,Karaim,Latn,Latin,kdr-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
383,kdr,,Karaim,Latn,Latin,kdr-hebr,Hebr,Hebrew,secondary,wikidata-writing-system,needs-review,needs-review
384,ary,,Moroccan Arabic,Arab,Arabic,ary-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,needs-review
385,sms,,Skolt Sami,Latn,Latin,sms-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
386,chy,,Cheyenne,Latn,Latin,chy-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
387,cdo,,Eastern Min,Hans,Simplified,cdo-hans,Hans,Simplified,primary,cldr-default,needs-review,needs-review
387,cdo,,Eastern Min,Hans,Simplified,cdo-hani,Hani,Han,secondary,wikidata-writing-system,needs-review,needs-review
387,cdo,,Eastern Min,Hans,Simplified,cdo-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
388,agx,,Aghul,Cyrl,Cyrillic,agx-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
389,wym,,Wymysorys,Latn,Latin,wym-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
390,qxq,,Qashqai,Arab,Arabic,qxq-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,needs-review
391,gld,,Nanai,Cyrl,Cyrillic,gld-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
392,crs,,Seychellois Creole,Latn,Latin,crs-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
393,tig,,Tigre,Ethi,Ethiopic,tig-ethi,Ethi,Ethiopic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
394,wbl,,Wakhi,Latn,Latin,wbl-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
394,wbl,,Wakhi,Latn,Latin,wbl-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
394,wbl,,Wakhi,Latn,Latin,wbl-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
395,lus,,Mizo,Latn,Latin,lus-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
396,hyw,,Western Armenian,Armn,Armenian,hyw-armn,Armn,Armenian,primary,cldr-default+wikidata,needs-review,needs-review
397,avk,,Kotava,Latn,Latin,avk-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
398,slr,,Salar,Latn,Latin,slr-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
398,slr,,Salar,Latn,Latin,slr-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
399,otk,,Old Turkic,Orkh,Orkhon,otk-orkh,Orkh,Orkhon,primary,cldr-default+wikidata,needs-review,needs-review
400,nde,nd,Northern Ndebele,Latn,Latin,nde-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
401,kha,,Khasi,Latn,Latin,kha-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
402,twi,tw,Twi,Latn,Latin,twi-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
403,grt,,Garo,Beng,Bangla,grt-beng,Beng,Bangla,primary,cldr-default,needs-review,needs-review
404,khw,,Khowar,Arab,Arabic,khw-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
405,xbc,,Bactrian,Grek,Greek,xbc-grek,Grek,Greek,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
405,xbc,,Bactrian,Grek,Greek,xbc-mani,Mani,Manichaean,secondary,wikidata-writing-system,needs-review,needs-review
406,xpi,,Pictish,Ogam,Ogham,xpi-ogam,Ogam,Ogham,primary,cldr-default+wikidata,needs-review,needs-review
407,mxi,,Andalusi Romance,Latn,Latin,mxi-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
407,mxi,,Andalusi Romance,Latn,Latin,mxi-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
407,mxi,,Andalusi Romance,Latn,Latin,mxi-hebr,Hebr,Hebrew,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
408,xpu,,Punic,Phnx,Phoenician,xpu-phnx,Phnx,Phoenician,primary,cldr-default+wikidata,needs-review,needs-review
409,sgh,,Shughni,Cyrl,Cyrillic,sgh-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
409,sgh,,Shughni,Cyrl,Cyrillic,sgh-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
409,sgh,,Shughni,Cyrl,Cyrillic,sgh-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
410,bra,,Braj Bhasha,Deva,Devanagari,bra-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
411,snk,,Soninke,Latn,Latin,snk-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
411,snk,,Soninke,Latn,Latin,snk-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
412,xpg,,Phrygian,Grek,Greek,xpg-grek,Grek,Greek,primary,cldr-default+wikidata,needs-review,needs-review
413,sjn,,Sindarin,Latn,Latin,sjn-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
413,sjn,,Sindarin,Latn,Latin,sjn-cirt,Cirt,Cirth,secondary,wikidata-writing-system,needs-review,needs-review
413,sjn,,Sindarin,Latn,Latin,sjn-teng,Teng,Tengwar,secondary,wikidata-writing-system,needs-review,needs-review
414,ruo,,Istro-Romanian,Latn,Latin,ruo-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
415,cjs,,Shor,Latn,Latin,cjs-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
415,cjs,,Shor,Latn,Latin,cjs-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
416,lua,,Luba-Kasai,Latn,Latin,lua-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
417,vls,,West Flemish,Latn,Latin,vls-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
418,zea,,Zeelandic,Latn,Latin,zea-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
419,pfl,,Palatinate German,Latn,Latin,pfl-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
420,aii,,Assyrian Neo-Aramaic,Syrc,Syriac,aii-syrc,Syrc,Syriac,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
420,aii,,Assyrian Neo-Aramaic,Syrc,Syriac,aii-cyrl,Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
421,bfi,,British Sign Language,Sgnw,SignWriting,bfi-sgnw,Sgnw,SignWriting,primary,cldr-default+wikidata,needs-review,needs-review
422,osx,,Old Saxon,Latn,Latin,osx-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
423,xhu,,Hurrian,Xsux,Sumero-Akkadian Cuneiform,xhu-xsux,Xsux,Sumero-Akkadian Cuneiform,primary,cldr-default+wikidata,needs-review,needs-review
423,xhu,,Hurrian,Xsux,Sumero-Akkadian Cuneiform,xhu-hluw,Hluw,Anatolian Hieroglyphs,secondary,wikidata-writing-system,needs-review,needs-review
423,xhu,,Hurrian,Xsux,Sumero-Akkadian Cuneiform,xhu-ugar,Ugar,Ugaritic,secondary,wikidata-writing-system,needs-review,needs-review
424,sjt,,Ter Sami,Cyrl,Cyrillic,sjt-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
425,xvn,,Vandalic,Latn,Latin,xvn-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
425,xvn,,Vandalic,Latn,Latin,xvn-goth,Goth,Gothic,secondary,wikidata-writing-system,needs-review,needs-review
426,yai,,Yaghnobi,Cyrl,Cyrillic,yai-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,needs-review
427,sje,,Pite Sami,Latn,Latin,sje-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
428,shn,,Shan,Mymr,Myanmar,shn-mymr,Mymr,Myanmar,primary,cldr-default,needs-review,needs-review
429,tli,,Tlingit,Latn,Latin,tli-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
430,sga,,Old Irish,Latn,Latin,sga-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
431,lbj,,Ladakhi,Tibt,Tibetan,lbj-tibt,Tibt,Tibetan,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
432,bhb,,Bhili,Deva,Devanagari,bhb-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
432,bhb,,Bhili,Deva,Devanagari,bhb-gujr,Gujr,Gujarati,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
433,rar,,Cook Islands Maori,Latn,Latin,rar-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
434,tkr,,Tsakhur,Latn,Latin,tkr-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
434,tkr,,Tsakhur,Latn,Latin,tkr-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
435,srh,,Sarikoli,Arab,Arabic,srh-arab,Arab,Arabic,primary,cldr-default,needs-review,needs-review
436,uum,,Urum,Grek,Greek,uum-grek,Grek,Greek,primary,cldr-default+wikidata,needs-review,needs-review
436,uum,,Urum,Grek,Greek,uum-cyrl,Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
437,sia,,Akkala Sami,Cyrl,Cyrillic,sia-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
438,ist,,Istriot,Latn,Latin,ist-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
439,xld,,Lydian,Lydi,Lydian,xld-lydi,Lydi,Lydian,primary,cldr-default+wikidata,needs-review,needs-review
439,xld,,Lydian,Lydi,Lydian,xld-grek,Grek,Greek,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
440,lkt,,Lakota,Latn,Latin,lkt-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
441,kim,,Tofa,Cyrl,Cyrillic,kim-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
442,jrb,,Judeo-Arabic,Hebr,Hebrew,jrb-hebr,Hebr,Hebrew,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
443,tzm,,Central Atlas Tamazight,Latn,Latin,tzm-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
443,tzm,,Central Atlas Tamazight,Latn,Latin,tzm-tfng,Tfng,Tifinagh,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
444,arq,,Algerian Arabic,Arab,Arabic,arq-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,needs-review
445,myp,,Pirahã,Latn,Latin,myp-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
446,mey,,Hassaniya Arabic,Arab,Arabic,mey-arab,Arab,Arabic,primary,cldr-default,needs-review,needs-review
447,tsg,,Tausug,Latn,Latin,tsg-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
447,tsg,,Tausug,Latn,Latin,tsg-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
448,rif,,Tarifit,Latn,Latin,rif-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
448,rif,,Tarifit,Latn,Latin,rif-tfng,Tfng,Tifinagh,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
449,mrj,,Hill Mari,Cyrl,Cyrillic,mrj-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,needs-review
450,bft,,Balti,Arab,Arabic,bft-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
450,bft,,Balti,Arab,Arabic,bft-deva,Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
450,bft,,Balti,Arab,Arabic,bft-tibt,Tibt,Tibetan,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
451,clw,,Chulym,Cyrl,Cyrillic,clw-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
452,jct,,Krymchak,Cyrl,Cyrillic,jct-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
453,udi,,Udi,Cyrl,Cyrillic,udi-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
453,udi,,Udi,Cyrl,Cyrillic,udi-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
454,sju,,Ume Sami,Latn,Latin,sju-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
455,ruq,,Megleno-Romanian,Latn,Latin,ruq-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
456,aib,,Äynu,Arab,Arabic,aib-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,needs-review
457,afb,,Gulf Arabic,Arab,Arabic,afb-arab,Arab,Arabic,primary,cldr-default,needs-review,needs-review
458,swg,,Swabian,Latn,Latin,swg-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
459,eya,,Eyak,Latn,Latin,eya-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
460,dar,,Dargwa,Cyrl,Cyrillic,dar-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
460,dar,,Dargwa,Cyrl,Cyrillic,dar-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
460,dar,,Dargwa,Cyrl,Cyrillic,dar-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
461,trp,,Kokborok,Latn,Latin,trp-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
462,xlc,,Lycian,Lyci,Lycian,xlc-lyci,Lyci,Lycian,primary,cldr-default+wikidata,needs-review,needs-review
463,hoc,,Ho,Deva,Devanagari,hoc-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
463,hoc,,Ho,Deva,Devanagari,hoc-beng,Beng,Bangla,secondary,wikidata-writing-system,needs-review,needs-review
463,hoc,,Ho,Deva,Devanagari,hoc-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
463,hoc,,Ho,Deva,Devanagari,hoc-orya,Orya,Odia,secondary,wikidata-writing-system,needs-review,needs-review
463,hoc,,Ho,Deva,Devanagari,hoc-telu,Telu,Telugu,secondary,wikidata-writing-system,needs-review,needs-review
463,hoc,,Ho,Deva,Devanagari,hoc-wara,Wara,Varang Kshiti,secondary,wikidata-writing-system,needs-review,needs-review
464,pih,,Pitkern,Latn,Latin,pih-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
465,xum,,Umbrian,Latn,Latin,xum-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
465,xum,,Umbrian,Latn,Latin,xum-ital,Ital,Old Italic,secondary,wikidata-writing-system,needs-review,needs-review
466,din,,Dinka,Latn,Latin,din-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
467,lif,,Limbu,Deva,Devanagari,lif-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
467,lif,,Limbu,Deva,Devanagari,lif-limb,Limb,Limbu,secondary,wikidata-writing-system,needs-review,needs-review
468,lki,,Laki,Arab,Arabic,lki-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,needs-review
468,lki,,Laki,Arab,Arabic,lki-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
469,scl,,Shina,Arab,Arabic,scl-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,needs-review
469,scl,,Shina,Arab,Arabic,scl-deva,Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
470,zkz,,Khazar language,Cyrl,Cyrillic,zkz-cyrl,Cyrl,Cyrillic,primary,cldr-default,needs-review,needs-review
470,zkz,,Khazar language,Cyrl,Cyrillic,zkz-orkh,Orkh,Orkhon,secondary,wikidata-writing-system,needs-review,needs-review
471,gmy,,Mycenaean Greek,Linb,Linear B,gmy-linb,Linb,Linear B,primary,cldr-default+wikidata,needs-review,needs-review
