rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
255,gez,,geez1241,Q35667,Ge'ez,74,Ethi,Ethiopic,gez-ethi,Ge'ez (Ethiopic),Ethi,Ethiopic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
256,brx,,bodo1269,Q33223,Bodo,74,Deva,Devanagari,brx-deva,Bodo (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
257,phn,,phoe1239,Q36734,Phoenician,74,Phnx,Phoenician,phn-phnx,Phoenician (Phoenician),Phnx,Phoenician,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
258,mah,mh,mars1254,Q36280,Marshallese,73,Latn,Latin,mah-latn,Marshallese (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
259,kca,,khan1279,Q33563,Khanty,73,Cyrl,Cyrillic,kca-cyrl,Khanty (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
260,dgo,,dogr1250,Q32730,Dogri,73,Arab,Arabic,dgo-arab,Dogri (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
260,dgo,,dogr1250,Q32730,Dogri,73,Arab,Arabic,dgo-deva,Dogri (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
261,brh,,brah1256,Q33202,Brahui,73,Arab,Arabic,brh-arab,Brahui (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
262,nog,,noga1249,Q33871,Nogai,72,Cyrl,Cyrillic,nog-cyrl,Nogai (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
262,nog,,noga1249,Q33871,Nogai,72,Cyrl,Cyrillic,nog-latn,Nogai (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
263,ckt,,chuk1273,Q33170,Chukchi,72,Cyrl,Cyrillic,ckt-cyrl,Chukchi (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
264,lbe,,lakk1252,Q36206,Lak,72,Cyrl,Cyrillic,lbe-cyrl,Lak (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
265,mzn,,maza1305,Q13356,Mazanderani,71,Arab,Arabic,mzn-arab,Mazanderani (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
266,gil,,gilb1244,Q30898,Gilbertese,71,Latn,Latin,gil-latn,Gilbertese (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
267,bug,,bugi1244,Q33190,Bugis,71,Latn,Latin,bug-latn,Bugis (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
267,bug,,bugi1244,Q33190,Bugis,71,Latn,Latin,bug-bugi,Bugis (Buginese),Bugi,Buginese,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Lontara_script,omniglot-langalph|worldswritingsystems|wikidata-p282
268,izh,,ingr1248,Q33559,Ingrian,71,Latn,Latin,izh-latn,Ingrian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
269,kon,kg,core1256,Q33702,Kongo,71,Latn,Latin,kon-latn,Kongo (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
270,ell,el,mode1248,Q36510,Modern Greek,71,Grek,Greek,ell-grek,Modern Greek (Greek),Grek,Greek,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
271,chg,,chag1247,Q36831,Chagatai,71,Arab,Arabic,chg-arab,Chagatai (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
271,chg,,chag1247,Q36831,Chagatai,71,Arab,Arabic,chg-latn,Chagatai (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
272,pdc,,penn1240,Q22711,Pennsylvania German,70,Latn,Latin,pdc-latn,Pennsylvania German (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
273,aka,ak,akan1250,Q28026,Akan,70,Latn,Latin,aka-latn,Akan (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
274,kum,,kumy1244,Q36209,Kumyk,70,Cyrl,Cyrillic,kum-cyrl,Kumyk (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
274,kum,,kumy1244,Q36209,Kumyk,70,Cyrl,Cyrillic,kum-arab,Kumyk (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
274,kum,,kumy1244,Q36209,Kumyk,70,Cyrl,Cyrillic,kum-latn,Kumyk (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
275,hmo,ho,hiri1237,Q33617,Hiri Motu,70,Latn,Latin,hmo-latn,Hiri Motu (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
276,ale,,wail1242,Q27210,Aleut,69,Latn,Latin,ale-latn,Aleut (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
276,ale,,wail1242,Q27210,Aleut,69,Latn,Latin,ale-cyrl,Aleut (Cyrillic),Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
277,awa,,awad1243,Q29579,Awadhi,69,Deva,Devanagari,awa-deva,Awadhi (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
278,dlm,,dalm1243,Q35527,Dalmatian,69,Latn,Latin,dlm-latn,Dalmatian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
279,her,hz,here1253,Q33315,Herero,69,Latn,Latin,her-latn,Herero (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
280,enm,,midd1317,Q36395,Middle English,69,Latn,Latin,enm-latn,Middle English (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
281,prg,,prus1238,Q35501,Old Prussian,68,Latn,Latin,prg-latn,Old Prussian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
282,yrk,,nene1251,Q36452,Nenets,68,Cyrl,Cyrillic,yrk-cyrl,Nenets (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
283,qya,,quen1234,Q56383,Quenya,68,Latn,Latin,qya-latn,Quenya (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
283,qya,,quen1234,Q56383,Quenya,68,Latn,Latin,qya-cirt,Quenya (Cirth),Cirt,Cirth,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
283,qya,,quen1234,Q56383,Quenya,68,Latn,Latin,qya-sara,Quenya (Sarati),Sara,Sarati,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
283,qya,,quen1234,Q56383,Quenya,68,Latn,Latin,qya-teng,Quenya (Tengwar),Teng,Tengwar,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
284,vot,,voti1245,Q32858,Votic,67,Latn,Latin,vot-latn,Votic (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
284,vot,,voti1245,Q32858,Votic,67,Latn,Latin,vot-cyrl,Votic (Cyrillic),Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
285,pau,,pala1344,Q33776,Palauan,67,Latn,Latin,pau-latn,Palauan (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
286,nan,,minn1241,Q36495,Southern Min,67,Hans,Simplified,nan-hans,Southern Min (Simplified),Hans,Simplified,primary,cldr-default,needs-review,script-derived,needs-review,,,
286,nan,,minn1241,Q36495,Southern Min,67,Hans,Simplified,nan-hani,Southern Min (Han),Hani,Han,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
287,nso,,nort3233,Q33890,Northern Sotho,66,Latn,Latin,nso-latn,Northern Sotho (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
288,sag,sg,sang1327,Q33954,Sango,66,Latn,Latin,sag-latn,Sango (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
289,stq,,,Q27154,Saterland Frisian,66,Latn,Latin,stq-latn,Saterland Frisian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
290,yue,,yuec1235,Q7033959,Yue Chinese,66,Hant,Traditional,yue-hant,Yue Chinese (Traditional),Hant,Traditional,primary,cldr-default,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Yue_Chinese,,
290,yue,,yuec1235,Q7033959,Yue Chinese,66,Hant,Traditional,yue-hani,Yue Chinese (Chinese characters),Hani,Chinese characters,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Yue_Chinese,https://en.wikipedia.org/wiki/Chinese_characters,omniglot-langalph|worldswritingsystems
291,xmf,,ming1252,Q13359,Mingrelian,66,Geor,Georgian,xmf-geor,Mingrelian (Georgian),Geor,Georgian,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Georgian_scripts,omniglot-langalph|worldswritingsystems
292,bjn,,banj1241,Q33151,Banjar,66,Latn,Latin,bjn-latn,Banjar (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
293,ase,,amer1248,Q14759,American Sign Language,65,Sgnw,SignWriting,ase-sgnw,American Sign Language (SignWriting),Sgnw,SignWriting,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
294,kau,kr,kanu1279,Q36094,Kanuri,65,Latn,Latin,kau-latn,Kanuri (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
295,nrn,,oldn1246,Q36708,Norn,65,Runr,Runic,nrn-runr,Norn (Runic),Runr,Runic,primary,cldr-default,needs-review,script-derived,needs-review,,,
295,nrn,,oldn1246,Q36708,Norn,65,Runr,Runic,nrn-latn,Norn (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
296,cmn,,,Q727694,Standard Chinese,64,Hani,Han,cmn-hani,Standard Chinese (Han),Hani,Han,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
297,frr,,nort2626,Q28224,North Frisian,64,Latn,Latin,frr-latn,North Frisian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
298,lug,lg,gand1255,Q33368,Luganda,64,Latn,Latin,lug-latn,Luganda (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
299,cre,cr,cree1271,Q33390,Cree,64,Cans,Unified Canadian Aboriginal Syllabics,cre-cans,Cree (Unified Canadian Aboriginal Syllabics),Cans,Unified Canadian Aboriginal Syllabics,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Unified_Canadian_Aboriginal_Syllabics_(Unicode_block),omniglot-langalph|worldswritingsystems|wikidata-p282
299,cre,cr,cree1271,Q33390,Cree,64,Cans,Unified Canadian Aboriginal Syllabics,cre-latn,Cree (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
300,gan,,ganc1239,Q33475,Gan Chinese,64,Hans,Simplified,gan-hans,Gan Chinese (Simplified),Hans,Simplified,primary,cldr-default,needs-review,script-derived,needs-review,,,
300,gan,,ganc1239,Q33475,Gan Chinese,64,Hans,Simplified,gan-hani,Gan Chinese (Han),Hani,Han,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
301,kik,ki,kiku1240,Q33587,Gikuyu,64,Latn,Latin,kik-latn,Gikuyu (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
302,mag,,maga1260,Q33728,Magahi,64,Deva,Devanagari,mag-deva,Magahi (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
304,zha,za,nort3180,Q13216,Zhuang,64,Latn,Latin,zha-latn,Zhuang (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
305,bsk,,buru1296,Q216286,Burushaski,63,Arab,Arabic,bsk-arab,Burushaski (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
305,bsk,,buru1296,Q216286,Burushaski,63,Arab,Arabic,bsk-latn,Burushaski (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
306,sva,,svan1243,Q34067,Svan,63,Geor,Georgian,sva-geor,Svan (Georgian),Geor,Georgian,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Georgian_scripts,omniglot-langalph|worldswritingsystems
306,sva,,svan1243,Q34067,Svan,63,Geor,Georgian,sva-cyrl,Svan (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
306,sva,,svan1243,Q34067,Svan,63,Geor,Georgian,sva-latn,Svan (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
307,fro,,oldf1239,Q35222,Old French,63,Latn,Latin,fro-latn,Old French (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
308,nbl,nr,sout2808,Q36785,Southern Ndebele,63,Latn,Latin,nbl-latn,Southern Ndebele (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
309,lzz,,lazz1240,Q1160372,Laz,62,Latn,Latin,lzz-latn,Laz (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
309,lzz,,lazz1240,Q1160372,Laz,62,Latn,Latin,lzz-geor,Laz (Georgian),Geor,Georgian,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Georgian_scripts,omniglot-langalph|worldswritingsystems
310,tvl,,tuva1244,Q34055,Tuvaluan,62,Latn,Latin,tvl-latn,Tuvaluan (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
311,elx,,elam1244,Q35470,Elamite,62,Xsux,Sumero-Akkadian Cuneiform,elx-xsux,Elamite (Sumero-Akkadian Cuneiform),Xsux,Sumero-Akkadian Cuneiform,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cuneiform,omniglot-langalph|worldswritingsystems|wikidata-p282
312,koi,,komi1269,Q56318,Komi-Permyak,62,Cyrl,Cyrillic,koi-cyrl,Komi-Permyak (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
313,sgs,,samo1265,Q213434,Samogitian,61,Latn,Latin,sgs-latn,Samogitian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
314,sma,,sout2674,Q13293,Southern Sami,61,Latn,Latin,sma-latn,Southern Sami (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
315,ext,,extr1243,Q30007,Extremaduran,61,Latn,Latin,ext-latn,Extremaduran (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
316,evn,,even1259,Q30004,Evenki,61,Cyrl,Cyrillic,evn-cyrl,Evenki (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
316,evn,,even1259,Q30004,Evenki,61,Cyrl,Cyrillic,evn-latn,Evenki (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
316,evn,,even1259,Q30004,Evenki,61,Cyrl,Cyrillic,evn-mong,Evenki (Mongolian),Mong,Mongolian,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Mongolian_script,omniglot-langalph|worldswritingsystems|wikidata-p282
317,kab,,kaby1243,Q35853,Kabyle,61,Latn,Latin,kab-latn,Kabyle (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
317,kab,,kaby1243,Q35853,Kabyle,61,Latn,Latin,kab-arab,Kabyle (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
317,kab,,kaby1243,Q35853,Kabyle,61,Latn,Latin,kab-tfng,Kabyle (Tifinagh),Tfng,Tifinagh,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Tifinagh,omniglot-langalph|worldswritingsystems
318,rap,,rapa1244,Q36746,Rapa Nui,61,Latn,Latin,rap-latn,Rapa Nui (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
319,rut,,rutu1240,Q36757,Rutulian,61,Cyrl,Cyrillic,rut-cyrl,Rutulian (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
320,lzh,,lite1248,Q37041,Classical Chinese,61,Hant,Traditional,lzh-hant,Classical Chinese (Traditional),Hant,Traditional,primary,cldr-default,needs-review,script-derived,needs-review,,,
320,lzh,,lite1248,Q37041,Classical Chinese,61,Hant,Traditional,lzh-hani,Classical Chinese (Han),Hani,Han,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
321,raj,,raja1256,Q13196,Rajasthani,60,Deva,Devanagari,raj-deva,Rajasthani (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
321,raj,,raja1256,Q13196,Rajasthani,60,Deva,Devanagari,raj-arab,Rajasthani (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
322,srn,,sran1240,Q33989,Sranan Tongo,60,Latn,Latin,srn-latn,Sranan Tongo (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
323,niu,,niue1239,Q33790,Niuean,60,Latn,Latin,niu-latn,Niuean (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
324,smn,,inar1241,Q33462,Inari Sami,60,Latn,Latin,smn-latn,Inari Sami (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
325,glk,,gila1241,Q33657,Gilaki,60,Arab,Arabic,glk-arab,Gilaki (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
326,peo,,oldp1254,Q35225,Old Persian,59,Xpeo,Old Persian,peo-xpeo,Old Persian (Old Persian),Xpeo,Old Persian,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
327,ryu,,cent2126,Q34233,Okinawan,59,Kana,Katakana,ryu-kana,Okinawan (Katakana),Kana,Katakana,primary,cldr-default,needs-review,script-derived,needs-review,,,
327,ryu,,cent2126,Q34233,Okinawan,59,Kana,Katakana,ryu-jpan,Okinawan (Japanese),Jpan,Japanese,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Japanese_writing_system,omniglot-langalph|wikidata-p282
328,tly,,taly1247,Q34318,Talysh,59,Latn,Latin,tly-latn,Talysh (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
328,tly,,taly1247,Q34318,Talysh,59,Latn,Latin,tly-arab,Talysh (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
328,tly,,taly1247,Q34318,Talysh,59,Latn,Latin,tly-cyrl,Talysh (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
329,chu,cu,chur1257,Q33251,Church Slavonic,59,Cyrl,Cyrillic,chu-cyrl,Church Slavonic (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,https://en.wikipedia.org/wiki/Church_Slavonic,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
