rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
564,tcx,,,Q34042,Toda,26,Taml,Tamil,tcx-taml,Toda (Tamil),Taml,Tamil,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Toda_language,https://en.wikipedia.org/wiki/Tamil_script,omniglot-langalph|worldswritingsystems
565,bdk,,,Q35397,Budukh,25,Cyrl,Cyrillic,bdk-cyrl,Budukh (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Budukh_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
566,mtr,,,Q2992857,Mewari,25,Deva,Devanagari,mtr-deva,Mewari (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Mewari_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
567,yej,,,Q34200,Yevanic,25,Hebr,Hebrew,yej-hebr,Yevanic (Hebrew),Hebr,Hebrew,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Yevanic,https://en.wikipedia.org/wiki/Hebrew_alphabet,omniglot-langalph|worldswritingsystems
568,aat,,,Q29347,Arvanitic,24,Grek,Greek,aat-grek,Arvanitic (Greek),Grek,Greek,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Arvanitika,https://en.wikipedia.org/wiki/Greek_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
569,jdt,,,Q56495,Judeo-Tat,24,Cyrl,Cyrillic,jdt-cyrl,Judeo-Tat (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Judeo-Tat,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
569,jdt,,,Q56495,Judeo-Tat,24,Cyrl,Cyrillic,jdt-hebr,Judeo-Tat (Hebrew),Hebr,Hebrew,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Judeo-Tat,https://en.wikipedia.org/wiki/Hebrew_alphabet,omniglot-langalph|worldswritingsystems
570,bjj,,,Q2726867,Kannauji,24,Deva,Devanagari,bjj-deva,Kannauji (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kannauji_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
571,kfq,,,Q33715,Korku,24,Deva,Devanagari,kfq-deva,Korku (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Korku_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
572,mdr,,,Q35995,Mandar,24,Bugi,Lontara,mdr-bugi,Mandar (Lontara),Bugi,Lontara,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Mandar_language,https://en.wikipedia.org/wiki/Lontara_script,omniglot-langalph|worldswritingsystems|wikidata-p282
573,oon,,,Q2475551,Önge,24,Deva,Devanagari,oon-deva,Önge (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Onge_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
574,tsj,,,Q36840,Tshangla,24,Tibt,Tibetan,tsj-tibt,Tshangla (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Tshangla_language,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
575,ydg,,,Q34179,Yidgha,24,Arab,Arabic,ydg-arab,Yidgha (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Yidgha_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
576,agj,,,Q29292,Argobba,23,Ethi,Geʽez script,agj-ethi,Argobba (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Argobba_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
577,bph,,,Q56560,Botlikh,23,Cyrl,Cyrillic,bph-cyrl,Botlikh (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Botlikh_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
578,dml,,,Q32288,Dameli,23,Arab,Arabic,dml-arab,Dameli (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Dameli_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
579,gdo,,,Q56515,Godoberi,23,Cyrl,Cyrillic,gdo-cyrl,Godoberi (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Godoberi_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
580,hlb,,,Q3695692,Halbi,23,Deva,Devanagari,hlb-deva,Halbi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Halbi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
580,hlb,,,Q3695692,Halbi,23,Deva,Devanagari,hlb-orya,Halbi (Odia),Orya,Odia,secondary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Halbi_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
581,huz,,,Q56564,Hunzib,23,Cyrl,Cyrillic,huz-cyrl,Hunzib (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Hunzib_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
582,anq,,,Q2475526,Jarawa,23,Deva,Devanagari,anq-deva,Jarawa (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Jarawa_language_(Andaman_Islands),https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
583,khv,,,Q56425,Khwarshi,23,Cyrl,Cyrillic,khv-cyrl,Khwarshi (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Khwarshi_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
584,lis,,,Q56480,Lisu,23,Lisu,Fraser script,lis-lisu,Lisu (Fraser script),Lisu,Fraser script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Lisu_language,https://en.wikipedia.org/wiki/Fraser_alphabet,omniglot-langalph|worldswritingsystems
584,lis,,,Q56480,Lisu,23,Lisu,Fraser script,lis-plrd,Lisu (Miao),Plrd,Miao,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Lisu_language,https://en.wikipedia.org/wiki/Pollard_script,omniglot-langalph|worldswritingsystems
585,noe,,,Q3502294,Nimadi,23,Deva,Devanagari,noe-deva,Nimadi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Nimadi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
586,trw,,,Q2665246,Torwali,23,Arab,Arabic,trw-arab,Torwali (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Torwali_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
587,yah,,,Q34186,Yazgulyam,23,Cyrl,Cyrillic,yah-cyrl,Yazgulyam (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Yazghulami_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
588,kap,,,Q33054,Bezhta,22,Cyrl,Cyrillic,kap-cyrl,Bezhta (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Bezhta_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
589,caq,,,Q35156,Car,22,Deva,Devanagari,caq-deva,Car (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Car_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
590,cji,,,Q56567,Chamalal,22,Cyrl,Cyrillic,cji-cyrl,Chamalal (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Chamalal_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
591,dhd,,,Q633359,Dhundari,22,Deva,Devanagari,dhd-deva,Dhundari (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Dhundari_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
592,gvr,,,Q2392342,Gurung,22,Deva,Devanagari,gvr-deva,Gurung (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Gurung_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
593,har,,,Q33626,Harari,22,Ethi,Geʽez script,har-ethi,Harari (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Harari_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
594,kry,,,Q35861,Kryts,22,Cyrl,Cyrillic,kry-cyrl,Kryts (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kryts_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
595,mjt,,,Q33907,Sauria Paharia,22,Deva,Devanagari,mjt-deva,Sauria Paharia (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Malto_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
596,kva,,,Q56638,Bagvalal,21,Cyrl,Cyrillic,kva-cyrl,Bagvalal (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bagvalal_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
597,byn,,,Q56491,Blin,21,Ethi,Geʽez script,byn-ethi,Blin (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Bilen_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
598,phl,,,Q2449549,Palula,21,Arab,Arabic,phl-arab,Palula (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Palula_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
599,srb,,,Q13284,Sora,21,Orya,Odia,srb-orya,Sora (Odia),Orya,Odia,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Sora_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
600,awn,,,Q34934,Awngi,20,Ethi,Geʽez script,awn-ethi,Awngi (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Awngi_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
601,gwc,,,Q1675961,Gawri,20,Arab,Arabic,gwc-arab,Gawri (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Gawri_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
602,kpt,,,Q56636,Karata-Tukita,20,Cyrl,Cyrillic,kpt-cyrl,Karata-Tukita (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Karata-Tukita_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
603,khr,,,Q3915562,Kharia,20,Deva,Devanagari,khr-deva,Kharia (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kharia_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
603,khr,,,Q3915562,Kharia,20,Deva,Devanagari,khr-orya,Kharia (Odia),Orya,Odia,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kharia_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems
604,kdt,,,Q56310,Kuy,20,Laoo,Lao,kdt-laoo,Kuy (Lao),Laoo,Lao,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kuy_language,https://en.wikipedia.org/wiki/Lao_alphabet,omniglot-langalph|worldswritingsystems
604,kdt,,,Q56310,Kuy,20,Laoo,Lao,kdt-thai,Kuy (Thai),Thai,Thai,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kuy_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems
605,onw,,,Q2268,Old Nubian,20,Copt,Coptic,onw-copt,Old Nubian (Coptic),Copt,Coptic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Old_Nubian,https://en.wikipedia.org/wiki/Coptic_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
606,blt,,,Q56407,Tai Dam,20,Tavt,Tai Viet,blt-tavt,Tai Dam (Tai Viet),Tavt,Tai Viet,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Tai_Dam_language,https://en.wikipedia.org/wiki/Tai_Dam_language,omniglot-langalph|worldswritingsystems|wikidata-p282
607,tin,,,Q36860,Tindi,20,Cyrl,Cyrillic,tin-cyrl,Tindi (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Tindi_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
608,amw,,,Q34226,Western Neo-Aramaic,20,Syrc,Syriac,amw-syrc,Western Neo-Aramaic (Syriac),Syrc,Syriac,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Western_Neo-Aramaic,https://en.wikipedia.org/wiki/Syriac_alphabet,omniglot-langalph|worldswritingsystems
609,thz,,,Q56388,Air Tamajeq,19,Arab,Arabic,thz-arab,Air Tamajeq (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Air_Tamajeq_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
609,thz,,,Q56388,Air Tamajeq,19,Arab,Arabic,thz-tfng,Air Tamajeq (Tifinagh),Tfng,Tifinagh,secondary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Air_Tamajeq_language,https://en.wikipedia.org/wiki/Tifinagh,omniglot-langalph|worldswritingsystems|wikidata-p282
610,mvy,,,Q33399,Indus Kohistani,19,Arab,Arabic,mvy-arab,Indus Kohistani (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Indus_Kohistani_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
611,iru,,,Q33363,Irula,19,Taml,Tamil,iru-taml,Irula (Tamil),Taml,Tamil,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Irula_language,https://en.wikipedia.org/wiki/Tamil_script,omniglot-langalph|worldswritingsystems
612,ahk,,,Q56643,Akha,18,Mymr,Mon–Burmese script,ahk-mymr,Akha (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Akha_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
612,ahk,,,Q56643,Akha,18,Mymr,Mon–Burmese script,ahk-thai,Akha (Thai),Thai,Thai,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Akha_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems
613,kjg,,,Q33335,Khmu,18,Laoo,Lao,kjg-laoo,Khmu (Lao),Laoo,Lao,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Khmu_language,https://en.wikipedia.org/wiki/Lao_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
614,kyw,,,Q6446173,Kudmali,18,Deva,Devanagari,kyw-deva,Kudmali (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kurmali_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
614,kyw,,,Q6446173,Kudmali,18,Deva,Devanagari,kyw-orya,Kudmali (Odia),Orya,Odia,secondary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kurmali_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
615,blk,,,Q7121294,Pa'O,18,Mymr,Mon–Burmese script,blk-mymr,Pa'O (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Pa%27O_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems|wikidata-p282
616,stv,,,Q33880,Selti,18,Ethi,Geʽez script,stv-ethi,Selti (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Silt%CA%BCe_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
617,urk,,,Q2031144,Urak Lawoi’,18,Thai,Thai,urk-thai,Urak Lawoi’ (Thai),Thai,Thai,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Urak_Lawoi%CA%BC_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
618,mki,,,Q32480,Dhatki,17,Arab,Arabic,mki-arab,Dhatki (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Dhatki_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
618,mki,,,Q32480,Dhatki,17,Arab,Arabic,mki-deva,Dhatki (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Dhatki_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
619,ttq,,,Q56390,Tahoua,17,Arab,Arabic,ttq-arab,Tahoua (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Tawellemmet_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
620,dhi,,,Q35229,Dhimal,16,Deva,Devanagari,dhi-deva,Dhimal (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Dhimal_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
621,guk,,,Q2396970,Gumuz,16,Ethi,Geʽez script,guk-ethi,Gumuz (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Gumuz_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
622,khg,,,Q56601,Khams Tibetan,16,Tibt,Tibetan,khg-tibt,Khams Tibetan (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Khams_Tibetan,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
623,kzg,,,Q3196527,Kikai,16,Jpan,Japanese,kzg-jpan,Kikai (Japanese),Jpan,Japanese,primary,omniglot-langalph,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kikai_language,https://en.wikipedia.org/wiki/Japanese_writing_system,omniglot-langalph
624,ugh,,,Q2445129,Kubachi,16,Cyrl,Cyrillic,ugh-cyrl,Kubachi (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kubachi_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
625,ush,,,Q3540446,Ushoji,16,Arab,Arabic,ush-arab,Ushoji (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Ushoji_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
626,xan,,,Q56527,Xamtanga,16,Ethi,Geʽez script,xan-ethi,Xamtanga (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Xamtanga_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
627,yox,,,Q2424943,Yoron,16,Jpan,Japanese,yox-jpan,Yoron (Japanese),Jpan,Japanese,primary,omniglot-langalph,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Yoron_language,https://en.wikipedia.org/wiki/Japanese_writing_system,omniglot-langalph
628,aeq,,,Q3246741,Aer,15,Arab,Arabic,aeq-arab,Aer (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Aer_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
629,bap,,,Q56500,Bantawa,15,Deva,Devanagari,bap-deva,Bantawa (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bantawa_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
630,bcq,,,Q35108,Bench,15,Ethi,Geʽez script,bcq-ethi,Bench (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Bench_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
631,kjz,,,Q2786408,Bumthang,15,Tibt,Tibetan,kjz-tibt,Bumthang (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Bumthang_language,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
632,xka,,,Q3877551,Kalkoti,15,Arab,Arabic,xka-arab,Kalkoti (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kalkoti_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
633,sdb,,,Q3289596,Shabaki,15,Arab,Arabic,sdb-arab,Shabaki (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Shabaki_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
634,twh,,,Q7675751,Tai Dón,15,Tavt,Tai Viet,twh-tavt,Tai Dón (Tai Viet),Tavt,Tai Viet,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Tai_D%C3%B3n_language,https://en.wikipedia.org/wiki/Tai_Dam_language,omniglot-langalph|worldswritingsystems|wikidata-p282
635,wne,,,Q7967334,Tareeno,15,Arab,Arabic,wne-arab,Tareeno (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Wanetsi,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
636,tft,,,Q3518492,Ternate,15,Arab,Arabic,tft-arab,Ternate (Arabic),Arab,Arabic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Ternate_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
